schema_version,id,family_id,name,category,object_type,rarity,tier,biome,faction_affinity,state,composition,material_class,crafting_roles,compatible_disciplines,durability_class,weight_class,function,mechanical_hook,trade_use,quest_use,visual_identity,drawback,salvage_outputs,tags,base_value,scarcity_multiplier,suggested_value,stack_limit,tone,short_description,table_description,effect,value,weight,source_table
"2.0.0","pitm-0368","itm-fam-018","Brassline Drum","trinket","personal-object","epic","5","urban","city trade houses","finished","hide|machined brass","hide","focus","enchanting","delicate","tiny","Coordinates groups through rhythm. Its maker plate links authority or resonance to a contract, buyer, or registered workshop.","A rehearsed rhythm can synchronize movement, work, warning, or ceremony across a group; in urban, its maker plate links authority or resonance to a contract, buyer, or registered workshop. For this portable signal drum, tier 5: can decide a major objective when every condition is met; success depends on maintaining the prepared conditions.","For this portable signal drum, licensed shops offer reliable resale for complete maker-stamped pieces; it coordinates groups through rhythm. Inspect head tension, frame cracks, lacing order, moisture, and whether the tone matches the intended cadence; a complete provenance record for a singular example; a machined brass match supports a 90-unit guide price.","Portable signal drum clue: its maker plate links an object to a contract, buyer, or workshop ledger. Check head tension, frame cracks, lacing order, moisture, and whether the tone matches the intended cadence, then compare against city trade houses' machined brass standard; matching wear supports the account, while fresh work points to a planted lead.","Portable signal drum with polished brass, stamped maker plates, and replaceable fittings.","Uneven tension distorts the rhythm enough to split a coordinated response; in urban, a convincing counterfeit plate can redirect suspicion toward an innocent shop. This portable signal drum's tier-5 fault may transfer control of the objective to a rival; City trade houses recognize its machined brass construction.","small fitting","trinket|personal-object|epic|tier-5|urban|city-trade-houses|finished|ornate|hide|focus","36","2.5","90","3","ornate","Brassline Drum is rated epic and belongs to the portable signal drum class associated with city trade houses for urban use.","Portable signal drum with polished brass, stamped maker plates, and replaceable fittings. Coordinates groups through rhythm. Its maker plate links authority or resonance to a contract, buyer, or registered workshop.","A rehearsed rhythm can synchronize movement, work, warning, or ceremony across a group; in urban, its maker plate links authority or resonance to a contract, buyer, or registered workshop. For this portable signal drum, tier 5: can decide a major objective when every condition is met; success depends on maintaining the prepared conditions.","90","0.1","premium-table-08"
"2.0.0","pitm-0443","itm-fam-043","Riverworn Shell","material","raw-material","common","1","river","ferry leagues","raw","organic|water-seasoned hardwood","organic","structure|finish","artifice|survival|woodcraft|tailoring|smithing","stable","light","Provides lightweight armor or alchemical mineral. It is bundled or seasoned so wet handling does not change its measured working property.","Cutting and orienting it correctly can provide lightweight structure, finish, armor, or mineral reagent; in river, it is bundled or seasoned so wet handling does not change its measured working property. For this treated protective shell, tier 1: settles one ordinary field problem; unexpected opposition requires another plan.","For this treated protective shell, ferry leagues trade these along navigable routes; it provides lightweight armor or alchemical mineral. Inspect layer separation, edge chalking, bore damage, contamination, and whether the natural curve matches the task; documented everyday use; a water-seasoned hardwood match supports a 13-unit guide price.","Treated protective shell clue: its braid pattern identifies a ferry, crossing, or river settlement. Check layer separation, edge chalking, bore damage, contamination, and whether the natural curve matches the task, then compare against ferry leagues' water-seasoned hardwood standard; matching wear supports the account, while fresh work points to a planted lead.","Treated protective shell with smooth hardwood, braided line, and water-darkened edges.","A hidden delamination spreads rapidly once the shell is drilled, heated, or loaded; in river, extended dry storage can make the material brittle or undersized. Ferry leagues face this treated protective shell's tier-1 risk, which usually gives a visible warning before unsafe use.","","material|raw-material|common|tier-1|river|ferry-leagues|raw|weathered|organic|structure|finish","13","1","13","20","weathered","Riverworn Shell is rated common and belongs to the treated protective shell class associated with ferry leagues for river use.","Treated protective shell with smooth hardwood, braided line, and water-darkened edges. Provides lightweight armor or alchemical mineral. It is bundled or seasoned so wet handling does not change its measured working property.","Cutting and orienting it correctly can provide lightweight structure, finish, armor, or mineral reagent; in river, it is bundled or seasoned so wet handling does not change its measured working property. For this treated protective shell, tier 1: settles one ordinary field problem; unexpected opposition requires another plan.","13","0.5","premium-table-09"
"2.0.0","pitm-0403","itm-fam-003","Riverworn Band","wearable","wearable","common","1","river","ferry leagues","finished","metal|water-seasoned hardwood","metal","none","tailoring|smithing","working","light","Marks rank while reinforcing a joint or grip. Its braided closures stay secure when wet and release quickly during an emergency.","Cinching it before strain can reinforce one joint or make a rank signal visible during a demanding task; in river, its braided closures stay secure when wet and release quickly during an emergency. For this fitted wrist or arm band, tier 1: settles one ordinary field problem; unexpected opposition requires another plan.","For this fitted wrist or arm band, ferry leagues trade these along navigable routes; it marks rank while reinforcing a joint or grip. Inspect fit, edge deformation, fastening tension, and wear around any rank mark; documented everyday use; a water-seasoned hardwood match supports a 28-unit guide price.","Fitted wrist or arm band clue: its braid pattern identifies a ferry, crossing, or river settlement. Check fit, edge deformation, fastening tension, and wear around any rank mark, then compare against ferry leagues' water-seasoned hardwood standard; a consistent build links the clue to its source; mixed methods indicate tampering.","Fitted wrist or arm band with smooth hardwood, braided line, and water-darkened edges.","An overtight fit restricts movement, while a loosened fastening defeats both support and identification; in river, dried river silt abrades the braid from inside. This fitted wrist or arm band's tier-1 fault usually gives a visible warning before unsafe use; Ferry leagues recognize its water-seasoned hardwood construction.","fastener|fabric or hide","wearable|common|tier-1|river|ferry-leagues|finished|weathered|metal","28","1","28","1","weathered","Riverworn Band is rated common and belongs to the fitted wrist or arm band class associated with ferry leagues for river use.","Fitted wrist or arm band with smooth hardwood, braided line, and water-darkened edges. Marks rank while reinforcing a joint or grip. Its braided closures stay secure when wet and release quickly during an emergency.","Cinching it before strain can reinforce one joint or make a rank signal visible during a demanding task; in river, its braided closures stay secure when wet and release quickly during an emergency. For this fitted wrist or arm band, tier 1: settles one ordinary field problem; unexpected opposition requires another plan.","28","0.5","premium-table-09"
"2.0.0","pitm-0419","itm-fam-019","Riverworn Flask","consumable","prepared-consumable","uncommon","2","river","ferry leagues","consumable","glass|water-seasoned hardwood","glass","none","alchemy|cooking","fragile","light","Protects a prepared consumable during travel. Its buoyant, water-resistant package can be recovered after a spill overboard.","Its reinforced body protects one prepared dose until the bearer chooses a clear trigger and duration for use; in river, its buoyant, water-resistant package can be recovered after a spill overboard. For this reinforced field draught, tier 2: turns one risky procedure into two deliberate options; its drawback applies as soon as preparation breaks down.","For this reinforced field draught, ferry leagues trade these along navigable routes; it protects a prepared consumable during travel. Inspect cap lock, body dents, inner lining, dose separation, and residue around the drinking edge; field repairs consistent with its claimed route; a water-seasoned hardwood match supports a 24-unit guide price.","Reinforced field draught clue: its braid pattern identifies a ferry, crossing, or river settlement. Check cap lock, body dents, inner lining, dose separation, and residue around the drinking edge, then compare against ferry leagues' water-seasoned hardwood standard; matching wear supports the account, while fresh work points to a planted lead.","Reinforced field draught with smooth hardwood, braided line, and water-darkened edges.","Impact can damage the lining without spilling, leaving a contaminated dose inside an intact shell; in river, a cracked outer case may float while the contents are already contaminated. This reinforced field draught's tier-2 fault costs time, material, or discretion when inspection is skipped; Ferry leagues recognize its water-seasoned hardwood construction.","container","consumable|prepared-consumable|uncommon|tier-2|river|ferry-leagues|weathered|glass","20","1.2","24","6","weathered","Riverworn Flask is rated uncommon and belongs to the reinforced field draught class associated with ferry leagues for river use.","Reinforced field draught with smooth hardwood, braided line, and water-darkened edges. Protects a prepared consumable during travel. Its buoyant, water-resistant package can be recovered after a spill overboard.","Its reinforced body protects one prepared dose until the bearer chooses a clear trigger and duration for use; in river, its buoyant, water-resistant package can be recovered after a spill overboard. For this reinforced field draught, tier 2: turns one risky procedure into two deliberate options; its drawback applies as soon as preparation breaks down.","24","0.5","premium-table-09"
"2.0.0","pitm-0444","itm-fam-044","Riverworn Spindle","crafting","workshop-tool","uncommon","2","river","ferry leagues","finished","wood|water-seasoned hardwood","wood","none","tailoring","working","light","Controls fiber tension during thread production. Its secure grips and low profile remain manageable on moving decks and wet landings.","Maintaining its axis and tension produces repeatable thread suitable for later binding, repair, or fabrication; in river, its secure grips and low profile remain manageable on moving decks and wet landings. For this textile spindle, tier 2: turns one risky procedure into two deliberate options; failure remains possible once the scene changes.","For this textile spindle, ferry leagues trade these along navigable routes; it controls fiber tension during thread production. Inspect shaft straightness, whorl balance, hook wear, surface drag, and consistency of a short test winding; field repairs consistent with its claimed route; a water-seasoned hardwood match supports a 28-unit guide price.","Textile spindle clue: its braid pattern identifies a ferry, crossing, or river settlement. Check shaft straightness, whorl balance, hook wear, surface drag, and consistency of a short test winding, then compare against ferry leagues' water-seasoned hardwood standard; corroborate the claimed route only when construction and handling marks align.","Textile spindle with smooth hardwood, braided line, and water-darkened edges.","A bent shaft introduces a repeating weakness through the entire length of finished thread; in river, water-seasoned parts can shrink or loosen during long dry storage. This textile spindle's tier-2 fault costs time, material, or discretion when inspection is skipped; Ferry leagues recognize its water-seasoned hardwood construction.","turned wood|spindle fitting","crafting|workshop-tool|uncommon|tier-2|river|ferry-leagues|finished|weathered|wood","23","1.2","28","1","weathered","Riverworn Spindle is rated uncommon and belongs to the textile spindle class associated with ferry leagues for river use.","Textile spindle with smooth hardwood, braided line, and water-darkened edges. Controls fiber tension during thread production. Its secure grips and low profile remain manageable on moving decks and wet landings.","Maintaining its axis and tension produces repeatable thread suitable for later binding, repair, or fabrication; in river, its secure grips and low profile remain manageable on moving decks and wet landings. For this textile spindle, tier 2: turns one risky procedure into two deliberate options; failure remains possible once the scene changes.","28","0.5","premium-table-09"
"2.0.0","pitm-0425","itm-fam-025","Riverworn Key","quest","key-item","rare","3","river","ferry leagues","key-item","metal|water-seasoned hardwood","metal","none","","stable","tiny","Opens or authenticates one linked mechanism. Its braid or water-darkened mark identifies a ferry league, crossing, or river settlement.","Matching its coded surfaces to the linked mechanism can open access or prove that the bearer controls an authorized copy; in river, its braid or water-darkened mark identifies a ferry league, crossing, or river settlement. For this coded access key, tier 3: keeps the intended benefit stable for an extended task; the regional constraint still governs the result.","For this coded access key, ferry leagues trade these along navigable routes; it opens or authenticates one linked mechanism. Inspect tooth wear, shaft straightness, code marks, repair seams, and residue from the intended lock; intact operational details plus an origin record; a water-seasoned hardwood match supports a 26-unit guide price.","Coded access key clue: its braid pattern identifies a ferry, crossing, or river settlement. Check tooth wear, shaft straightness, code marks, repair seams, and residue from the intended lock, then compare against ferry leagues' water-seasoned hardwood standard; separate ordinary repair from deliberate alteration before trusting the clue.","Coded access key with smooth hardwood, braided line, and water-darkened edges.","A near-copy can enter the mechanism yet jam before completing authentication; in river, replacing the braid removes the most reliable sign of origin. Ferry leagues face this coded access key's tier-3 risk, which may force the group to abandon its immediate advantage.","","quest|key-item|rare|tier-3|river|ferry-leagues|weathered|metal","17","1.55","26","1","weathered","Riverworn Key is rated rare and belongs to the coded access key class associated with ferry leagues for river use.","Coded access key with smooth hardwood, braided line, and water-darkened edges. Opens or authenticates one linked mechanism. Its braid or water-darkened mark identifies a ferry league, crossing, or river settlement.","Matching its coded surfaces to the linked mechanism can open access or prove that the bearer controls an authorized copy; in river, its braid or water-darkened mark identifies a ferry league, crossing, or river settlement. For this coded access key, tier 3: keeps the intended benefit stable for an extended task; the regional constraint still governs the result.","26","0.1","premium-table-09"
"2.0.0","pitm-0415","itm-fam-015","Riverworn Crown","relic","arcane-focus","rare","3","river","ferry leagues","finished","metal|water-seasoned hardwood","metal","focus","enchanting|artifice","delicate","light","Embodies authority, succession, or ritual claim. Its braid or water-darkened mark identifies a ferry league, crossing, or river settlement.","Wearing or presenting it before witnesses can force a question of authority, succession, or ritual standing into the open; in river, its braid or water-darkened mark identifies a ferry league, crossing, or river settlement. For this ceremonial headpiece, tier 3: keeps the intended benefit stable for an extended task; the regional constraint still governs the result.","For this ceremonial headpiece, ferry leagues trade these along navigable routes; it embodies authority, succession, or ritual claim. Inspect fit, missing settings, repaired breaks, heraldic order, and evidence that the inner band matches the claimant; intact operational details plus an origin record; a water-seasoned hardwood match supports a 166-unit guide price.","Ceremonial headpiece clue: its braid pattern identifies a ferry, crossing, or river settlement. Check fit, missing settings, repaired breaks, heraldic order, and evidence that the inner band matches the claimant, then compare against ferry leagues' water-seasoned hardwood standard; treat inconsistent workmanship as evidence that the trail was altered.","Ceremonial headpiece with smooth hardwood, braided line, and water-darkened edges.","A false repair or displaced emblem can convert a claim of authority into a public challenge; in river, replacing the braid removes the most reliable sign of origin. Ceremonial headpiece consequence at tier 3: A fault may force the group to abandon its immediate advantage when ferry leagues rely on it.","focus fragment|inscribed fitting","relic|arcane-focus|rare|tier-3|river|ferry-leagues|finished|weathered|metal|focus","107","1.55","166","1","weathered","Riverworn Crown is rated rare and belongs to the ceremonial headpiece class associated with ferry leagues for river use.","Ceremonial headpiece with smooth hardwood, braided line, and water-darkened edges. Embodies authority, succession, or ritual claim. Its braid or water-darkened mark identifies a ferry league, crossing, or river settlement.","Wearing or presenting it before witnesses can force a question of authority, succession, or ritual standing into the open; in river, its braid or water-darkened mark identifies a ferry league, crossing, or river settlement. For this ceremonial headpiece, tier 3: keeps the intended benefit stable for an extended task; the regional constraint still governs the result.","166","0.5","premium-table-09"
"2.0.0","pitm-0416","itm-fam-016","Riverworn Cup","trade","ceremonial-vessel","rare","4","river","ferry leagues","finished","ceramic|water-seasoned hardwood","ceramic","none","","stable","medium","Moves as a valued household or ceremonial good. It is packed for repeated loading between ferries, barges, and riverside markets.","Using it in a formal exchange can reveal hospitality, rank, taboo, or whether participants recognize the same custom; in river, it is packed for repeated loading between ferries, barges, and riverside markets. For this refined drinking vessel, tier 4: supports a coordinated group objective; success depends on maintaining the prepared conditions.","For this refined drinking vessel, ferry leagues trade these along navigable routes; it moves as a valued household or ceremonial good. Inspect rim wear, glaze repairs, maker marks, residue, and whether paired ceremonial details remain intact; limited workshop output and intact specialist details; a water-seasoned hardwood match supports a 46-unit guide price.","Refined drinking vessel clue: its braid pattern identifies a ferry, crossing, or river settlement. Check rim wear, glaze repairs, maker marks, residue, and whether paired ceremonial details remain intact, then compare against ferry leagues' water-seasoned hardwood standard; matching wear supports the account, while fresh work points to a planted lead.","Refined drinking vessel with smooth hardwood, braided line, and water-darkened edges.","An unnoticed repair or contaminant can turn a trust-building ritual into an insult or accusation; in river, the compact river bundle is awkward for wagon transport. At tier 4, this refined drinking vessel may carry a hidden fault into the next stage when ferry leagues rely on it.","packing material","trade|ceremonial-vessel|rare|tier-4|river|ferry-leagues|finished|weathered|ceramic","24","1.9","46","4","weathered","Riverworn Cup is rated rare and belongs to the refined drinking vessel class associated with ferry leagues for river use.","Refined drinking vessel with smooth hardwood, braided line, and water-darkened edges. Moves as a valued household or ceremonial good. It is packed for repeated loading between ferries, barges, and riverside markets.","Using it in a formal exchange can reveal hospitality, rank, taboo, or whether participants recognize the same custom; in river, it is packed for repeated loading between ferries, barges, and riverside markets. For this refined drinking vessel, tier 4: supports a coordinated group objective; success depends on maintaining the prepared conditions.","46","1.5","premium-table-09"
"2.0.0","pitm-0411","itm-fam-011","Riverworn Charm","trinket","personal-object","rare","4","river","ferry leagues","finished","mixed|water-seasoned hardwood","mixed","focus","enchanting","delicate","tiny","Carries a compact ward or social signal. Its braid or water-darkened mark identifies a ferry league, crossing, or river settlement.","Presenting or invoking it at the agreed moment can establish a compact social signal, memory, or narrow ward; in river, its braid or water-darkened mark identifies a ferry league, crossing, or river settlement. For this pocket charm, tier 4: supports a coordinated group objective; careless use immediately exposes the operator.","For this pocket charm, ferry leagues trade these along navigable routes; it carries a compact ward or social signal. Inspect cord wear, inscription order, handling polish, and whether its enclosed token matches the claimed origin; limited workshop output and intact specialist details; a water-seasoned hardwood match supports a 51-unit guide price.","Pocket charm clue: its braid pattern identifies a ferry, crossing, or river settlement. Check cord wear, inscription order, handling polish, and whether its enclosed token matches the claimed origin, then compare against ferry leagues' water-seasoned hardwood standard; agreement across fittings and wear makes the lead credible; one modern repair does not.","Pocket charm with smooth hardwood, braided line, and water-darkened edges.","A copied inscription without the correct wear pattern can provoke suspicion instead of recognition; in river, replacing the braid removes the most reliable sign of origin. Ferry leagues face this pocket charm's tier-4 risk, which may carry a hidden fault into the next stage.","small fitting","trinket|personal-object|rare|tier-4|river|ferry-leagues|finished|weathered|mixed|focus","27","1.9","51","3","weathered","Riverworn Charm is rated rare and belongs to the pocket charm class associated with ferry leagues for river use.","Pocket charm with smooth hardwood, braided line, and water-darkened edges. Carries a compact ward or social signal. Its braid or water-darkened mark identifies a ferry league, crossing, or river settlement.","Presenting or invoking it at the agreed moment can establish a compact social signal, memory, or narrow ward; in river, its braid or water-darkened mark identifies a ferry league, crossing, or river settlement. For this pocket charm, tier 4: supports a coordinated group objective; careless use immediately exposes the operator.","51","0.1","premium-table-09"
"2.0.0","pitm-0412","itm-fam-012","Riverworn Chisel","tool","field-tool","epic","5","river","ferry leagues","finished","metal|water-seasoned hardwood","metal","none","smithing|woodcraft|survival|artifice","working","light","Shapes stone, wood, or soft metal precisely. Its secure grips and low profile remain manageable on moving decks and wet landings.","Setting its angle before the strike creates a controlled cut, fracture, or maker mark in a chosen surface; in river, its secure grips and low profile remain manageable on moving decks and wet landings. For this cutting chisel, tier 5: can resolve the central objective when used without error; the item cannot replace situational judgment.","For this cutting chisel, ferry leagues trade these along navigable routes; it shapes stone, wood, or soft metal precisely. Inspect edge angle, mushrooming at the struck end, shaft straightness, and chips along the working face; exceptional condition supported by formal scrutiny; a water-seasoned hardwood match supports a 78-unit guide price.","Cutting chisel clue: its braid pattern identifies a ferry, crossing, or river settlement. Check edge angle, mushrooming at the struck end, shaft straightness, and chips along the working face, then compare against ferry leagues' water-seasoned hardwood standard; treat inconsistent workmanship as evidence that the trail was altered.","Cutting chisel with smooth hardwood, braided line, and water-darkened edges.","A damaged edge redirects the next strike and can destroy the detail or fracture line being established; in river, water-seasoned parts can shrink or loosen during long dry storage. This cutting chisel's tier-5 fault can turn decisive use into evidence against the group; Ferry leagues recognize its water-seasoned hardwood construction.","tool component|binding material","tool|field-tool|epic|tier-5|river|ferry-leagues|finished|weathered|metal","31","2.5","78","1","weathered","Riverworn Chisel is rated epic and belongs to the cutting chisel class associated with ferry leagues for river use.","Cutting chisel with smooth hardwood, braided line, and water-darkened edges. Shapes stone, wood, or soft metal precisely. Its secure grips and low profile remain manageable on moving decks and wet landings.","Setting its angle before the strike creates a controlled cut, fracture, or maker mark in a chosen surface; in river, its secure grips and low profile remain manageable on moving decks and wet landings. For this cutting chisel, tier 5: can resolve the central objective when used without error; the item cannot replace situational judgment.","78","0.5","premium-table-09"
"2.0.0","pitm-0417","itm-fam-017","Riverworn Dagger","weapon","weapon","epic","5","river","ferry leagues","finished","metal|water-seasoned hardwood","metal","none","smithing","heavy","medium","Favors concealment and close control. Its secure grips and low profile remain manageable on moving decks and wet landings.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in river, its secure grips and low profile remain manageable on moving decks and wet landings. For this short thrusting weapon, tier 5: can resolve the central objective when used without error; new hazards remain outside its scope.","For this short thrusting weapon, ferry leagues trade these along navigable routes; it favors concealment and close control. Inspect point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip; exceptional condition supported by formal scrutiny; a water-seasoned hardwood match supports a 115-unit guide price.","Short thrusting weapon clue: its braid pattern identifies a ferry, crossing, or river settlement. Check point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip, then compare against ferry leagues' water-seasoned hardwood standard; corroborate the claimed route only when construction and handling marks align.","Short thrusting weapon with smooth hardwood, braided line, and water-darkened edges.","A loose guard or unreliable sheath makes concealment more dangerous to the bearer than the target; in river, water-seasoned parts can shrink or loosen during long dry storage. Short thrusting weapon consequence at tier 5: A fault can turn decisive use into evidence against the group when ferry leagues rely on it.","metal component|grip material","weapon|epic|tier-5|river|ferry-leagues|finished|weathered|metal","46","2.5","115","1","weathered","Riverworn Dagger is rated epic and belongs to the short thrusting weapon class associated with ferry leagues for river use.","Short thrusting weapon with smooth hardwood, braided line, and water-darkened edges. Favors concealment and close control. Its secure grips and low profile remain manageable on moving decks and wet landings.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in river, its secure grips and low profile remain manageable on moving decks and wet landings. For this short thrusting weapon, tier 5: can resolve the central objective when used without error; new hazards remain outside its scope.","115","1.5","premium-table-09"
"2.0.0","pitm-0492","itm-fam-042","Deepdelve Shard","material","raw-material","common","1","underground","lower-gallery crews","raw","mineral|low-glare steel","mineral","active|catalyst|conductor|structure","alchemy|enchanting|artifice|smithing","stable","tiny","Acts as a cutting edge, catalyst, or conductive crystal. It is graded for low-dust handling and stable storage in cool, confined galleries.","Choosing its edge, crystal direction, or reactive face can supply cutting, catalytic, conductive, or structural value; in underground, it is graded for low-dust handling and stable storage in cool, confined galleries. For this refined mineral shard, tier 1: prevents one common preparation delay; failure remains possible once the scene changes.","For this refined mineral shard, lower-gallery crews hoard dependable equipment between supply runs; it acts as a cutting edge, catalyst, or conductive crystal. Inspect fracture direction, inclusions, edge freshness, contamination, and response to a small control test; complete basic fittings; a low-glare steel match supports a 23-unit guide price.","Refined mineral shard clue: its pigment stripe records a tunnel district or abandoned work crew. Check fracture direction, inclusions, edge freshness, contamination, and response to a small control test, then compare against lower-gallery crews' low-glare steel standard; corroborate the claimed route only when construction and handling marks align.","Refined mineral shard with low-glare finishes, mineral pigment, and reinforced corners.","An unseen inclusion can redirect a fracture or destabilize the recipe receiving it; in underground, surface heat or open air can change the property preserved underground. At tier 1, this refined mineral shard appears early enough for a field repair when lower-gallery crews rely on it.","","material|raw-material|common|tier-1|underground|lower-gallery-crews|raw|ominous|mineral|active|catalyst|conductor|structure","23","1","23","20","ominous","Deepdelve Shard is rated common and belongs to the refined mineral shard class associated with lower-gallery crews for underground use.","Refined mineral shard with low-glare finishes, mineral pigment, and reinforced corners. Acts as a cutting edge, catalyst, or conductive crystal. It is graded for low-dust handling and stable storage in cool, confined galleries.","Choosing its edge, crystal direction, or reactive face can supply cutting, catalytic, conductive, or structural value; in underground, it is graded for low-dust handling and stable storage in cool, confined galleries. For this refined mineral shard, tier 1: prevents one common preparation delay; failure remains possible once the scene changes.","23","0.1","premium-table-10"
"2.0.0","pitm-0467","itm-fam-017","Deepdelve Dagger","weapon","weapon","common","1","underground","lower-gallery crews","finished","metal|low-glare steel","metal","none","smithing","heavy","medium","Favors concealment and close control. Its low-glare surfaces and reinforced corners suit cramped passages and close work.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in underground, its low-glare surfaces and reinforced corners suit cramped passages and close work. For this short thrusting weapon, tier 1: prevents one common preparation delay; its drawback applies as soon as preparation breaks down.","For this short thrusting weapon, lower-gallery crews hoard dependable equipment between supply runs; it favors concealment and close control. Inspect point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip; complete basic fittings; a low-glare steel match supports a 38-unit guide price.","Short thrusting weapon clue: its pigment stripe records a tunnel district or abandoned work crew. Check point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip, then compare against lower-gallery crews' low-glare steel standard; matching wear supports the account, while fresh work points to a planted lead.","Short thrusting weapon with low-glare finishes, mineral pigment, and reinforced corners.","A loose guard or unreliable sheath makes concealment more dangerous to the bearer than the target; in underground, surface light makes its dark calibration marks difficult to read. At tier 1, this short thrusting weapon appears early enough for a field repair when lower-gallery crews rely on it.","metal component|grip material","weapon|common|tier-1|underground|lower-gallery-crews|finished|ominous|metal","38","1","38","1","ominous","Deepdelve Dagger is rated common and belongs to the short thrusting weapon class associated with lower-gallery crews for underground use.","Short thrusting weapon with low-glare finishes, mineral pigment, and reinforced corners. Favors concealment and close control. Its low-glare surfaces and reinforced corners suit cramped passages and close work.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in underground, its low-glare surfaces and reinforced corners suit cramped passages and close work. For this short thrusting weapon, tier 1: prevents one common preparation delay; its drawback applies as soon as preparation breaks down.","38","1.5","premium-table-10"
"2.0.0","pitm-0458","itm-fam-008","Deepdelve Bottle","consumable","prepared-consumable","uncommon","2","underground","lower-gallery crews","consumable","glass|low-glare steel","glass","none","alchemy|cooking","fragile","light","Stores a measured single-use liquid. Its tactile marks and shielded container permit safe identification in poor light.","Its measured seal preserves one liquid dose and makes unauthorized opening easier to detect; in underground, its tactile marks and shielded container permit safe identification in poor light. For this sealed prepared draught, tier 2: lets the operator trade speed for discretion; visible use can still reveal the bearer.","For this sealed prepared draught, lower-gallery crews hoard dependable equipment between supply runs; it stores a measured single-use liquid. Inspect seal continuity, glass clouding, stopper fit, fill level, and residue around the neck; an intact maker detail and usable finish; a low-glare steel match supports a 20-unit guide price.","Sealed prepared draught clue: its pigment stripe records a tunnel district or abandoned work crew. Check seal continuity, glass clouding, stopper fit, fill level, and residue around the neck, then compare against lower-gallery crews' low-glare steel standard; use the oldest intact surface to decide whether the claim is genuine.","Sealed prepared draught with low-glare finishes, mineral pigment, and reinforced corners.","A hairline crack or reseated stopper can preserve the appearance of safety after the contents are compromised; in underground, similar tactile marks become dangerous if dirt fills their grooves. At tier 2, this sealed prepared draught can consume a limited spare or a quiet approach when lower-gallery crews rely on it.","container","consumable|prepared-consumable|uncommon|tier-2|underground|lower-gallery-crews|ominous|glass","17","1.2","20","6","ominous","Deepdelve Bottle is rated uncommon and belongs to the sealed prepared draught class associated with lower-gallery crews for underground use.","Sealed prepared draught with low-glare finishes, mineral pigment, and reinforced corners. Stores a measured single-use liquid. Its tactile marks and shielded container permit safe identification in poor light.","Its measured seal preserves one liquid dose and makes unauthorized opening easier to detect; in underground, its tactile marks and shielded container permit safe identification in poor light. For this sealed prepared draught, tier 2: lets the operator trade speed for discretion; visible use can still reveal the bearer.","20","0.5","premium-table-10"
"2.0.0","pitm-0488","itm-fam-038","Deepdelve Rod","relic","arcane-focus","uncommon","2","underground","lower-gallery crews","finished","wood|low-glare steel","wood","focus","enchanting|artifice","delicate","light","Directs force or resonance along a stable axis. Its mineral pigment can be read under low light and associates it with a tunnel district or crew.","Aligning its axis before use directs force or resonance along a controlled line toward one chosen target; in underground, its mineral pigment can be read under low light and associates it with a tunnel district or crew. For this channeling rod, tier 2: lets the operator trade speed for discretion; visible use can still reveal the bearer.","For this channeling rod, lower-gallery crews hoard dependable equipment between supply runs; it directs force or resonance along a stable axis. Inspect straightness, end fittings, grip orientation, surface scoring, and response along the full axis; an intact maker detail and usable finish; a low-glare steel match supports a 84-unit guide price.","Channeling rod clue: its pigment stripe records a tunnel district or abandoned work crew. Check straightness, end fittings, grip orientation, surface scoring, and response along the full axis, then compare against lower-gallery crews' low-glare steel standard; agreement across fittings and wear makes the lead credible; one modern repair does not.","Channeling rod with low-glare finishes, mineral pigment, and reinforced corners.","A slight bend redirects the output far enough to endanger an adjacent target; in underground, bright surface light washes out the distinctions between pigment marks. This channeling rod's tier-2 fault can consume a limited spare or a quiet approach; Lower-gallery crews recognize its low-glare steel construction.","focus fragment|inscribed fitting","relic|arcane-focus|uncommon|tier-2|underground|lower-gallery-crews|finished|ominous|wood|focus","70","1.2","84","1","ominous","Deepdelve Rod is rated uncommon and belongs to the channeling rod class associated with lower-gallery crews for underground use.","Channeling rod with low-glare finishes, mineral pigment, and reinforced corners. Directs force or resonance along a stable axis. Its mineral pigment can be read under low light and associates it with a tunnel district or crew.","Aligning its axis before use directs force or resonance along a controlled line toward one chosen target; in underground, its mineral pigment can be read under low light and associates it with a tunnel district or crew. For this channeling rod, tier 2: lets the operator trade speed for discretion; visible use can still reveal the bearer.","84","0.5","premium-table-10"
